id;question;expected_answer;context_hint;category;difficulty
78;Wie schneiden die Kölner BWL-Professor:innen in der Kategorie „Top-Forscher in der BWL“ ab?;Im Ranking „Die Top-Forscher in der BWL aus Deutschland, Österreich und der Schweiz 2024“ belegt WiSo-Prof. Wolfgang Ketter Platz 13. Außerdem sind Prof. Dirk Sliwka auf Platz 73 und Prof. Ulrich Thonemann auf Platz 81 unter den Top 100 vertreten.;https://wiso.uni-koeln.de/de/services/rankings/bwl-forschungsranking;;
79;Wie lange dauert der Master Information Systems, wie viele Credits hat er und in welchen Sprachen wird unterrichtet?;"Der Master Information Systems schließt mit dem Grad Master of Science ab, dauert 4 Semester in Vollzeit und umfasst 120 ECTS-Credits. Die Unterrichtssprache ist Englisch und Deutsch, wobei Deutsch nur in ausgewählten Kursen vorkommt; insgesamt sind Lehrveranstaltungen und Literatur fast ausschließlich auf Englisch. Die Bewerbungsfrist für den Studiengang ist der 15.06";https://wiso.uni-koeln.de/de/studium/master/master-information-systems;;
80;Für wen ist der Master Information Systems gedacht – was sollte ich mitbringen?;Der Studiengang richtet sich an dich, wenn du bereits einen Bachelor-Abschluss in Informatik, Wirtschaftsinformatik, Wirtschaftswissenschaften, Betriebswirtschaft oder einem verwandten Bereich mitbringst. Du solltest technische Fähigkeiten in Mathematik und Statistik sowie in der Informatik, insbesondere beim Programmieren und Coden, haben. Außerdem ist der Studiengang passend, wenn du Interesse an einem internationalen und interkulturellen Arbeitsumfeld hast, gerne im Team arbeitest (Gruppenarbeit wird in Seminaren häufig geübt) und bereit bist, den nächsten Karriereschritt als breit aufgestellte:r Wirtschaftsinformatiker:in in der Unternehmenswelt zu gehen;https://wiso.uni-koeln.de/de/studium/master/master-information-systems;;
81;Was ist das Besondere am Master Information Systems – welche Vorteile habe ich dadurch?;Der Master Information Systems bietet dir eine Doppelqualifikation in Betriebswirtschaftslehre und Informatik. Du erwirbst theoretische und methodische Grundlagen, um dich mit zentralen Themen wie Data Science, digitaler Transformation, Innovation, Prozessen, Geschäftsmodellen und Lösungen für eine nachhaltige Gesellschaft auseinanderzusetzen. Dabei studierst du im interdisziplinären Bereich der Wirtschaftsinformatik, der seine Wurzeln in Informatik, Wirtschaftswissenschaften und BWL hat. Ein wichtiges Highlight ist die Schlüsselfähigkeit, BWL und Informatik zu verbinden, die auf dem Arbeitsmarkt häufig explizit gefragt ist;https://wiso.uni-koeln.de/de/studium/master/master-information-systems;;
82;Wie international ist der Studiengang – und welche Auslandsoptionen habe ich?;"Die Wirtschaftsinformatik wird hier als internationales und interdisziplinäres Fach verstanden, weshalb ein offenes und internationales Mindset erwartet wird. Lehrveranstaltungen und Literatur werden weitgehend in englischer Sprache angeboten, und es bewerben sich Studierende aus zahlreichen Ländern, sodass du in einem internationalen und interkulturellen Umfeld studierst. Im Rahmen eines Hauptseminars kannst du z. B. an Kursen teilnehmen, die du gemeinsam mit Studierenden aus Ländern wie China, Norwegen, Finnland oder den USA belegst und dort an internationalen Projekten arbeitest.

Zusätzlich stehen dir Auslandssemester an zahlreichen Partnerhochschulen, Kurzprogramme in New York und Hong Kong sowie Summer-School-Angebote offen, mit denen du dein Studium international erweitern kannst";https://wiso.uni-koeln.de/de/studium/master/master-information-systems;;
83;Welche Karrierechancen habe ich mit dem Master Information Systems – in welche Jobs kann ich später gehen?;"Als Absolvent:in dieses interdisziplinären Studiengangs qualifizierst du dich für attraktive Positionen an der Schnittstelle von IT und Wirtschaft, bei denen deine Fähigkeiten als breit aufgestellte:r Spezialist:in gefragt sind. Viele Studierende knüpfen bereits während des Studiums enge Kontakte zur Wirtschaft.

Typische Einsatzbereiche sind zum Beispiel IS-Projektmanagement und Systemtechnik, Datenanalyse und Data Science, digitale Transformation und Innovation, Green IS, Smart Energy und Nachhaltigkeit, Trainee-Programme, Beratung, akademische Forschung sowie Tätigkeiten in Start-ups und Unternehmen. Einige Absolvent:innen spezialisieren sich weiter, etwa als Datenanalyst:innen, Data Scientists oder Gründer:innen. Außerdem bietet der Studiengang eine sehr gute Basis für eine Promotion am CIIS oder an der Cologne Graduate School (CGS) sowie für weiterführende Programme an anderen nationalen und internationalen Universitäten";https://wiso.uni-koeln.de/de/studium/master/master-information-systems;;
84;Welche Rolle spielt das Cologne Institute for Information Systems (CIIS) im Master – und wie forschungsstark ist es?;Der Master Information Systems wird vom Kölner Institut für Wirtschaftsinformatik (CIIS) ausgerichtet. Mitglieder des CIIS und das Institut als Ganzes haben in aktuellen Rankings bemerkenswerte Anerkennungen erhalten. Laut dem WirtschaftsWoche-Ranking gehören die Professoren Wolf Ketter, Christoph Rosenkranz und Detlef Schoder zu den Top 5 % aller Wirtschaftsforscher:innen im deutschsprachigen Raum. Außerdem zählt das CIIS laut dem AIS-Ranking 2022 zu den bestplatzierten Wirtschaftsinformatik-Forschungseinrichtungen weltweit – es liegt auf Platz 1 in Deutschland, in den Top 10 in Europa und in den Top 100 weltweit. Durch den direkten Kontakt zu diesen Professor:innen profitierst du von einer exzellenten, forschungsnahen Ausbildung, und viele Absolvent:innen bauen schon vor ihrem Abschluss wichtige Geschäftskontakte auf;https://wiso.uni-koeln.de/de/studium/master/master-information-systems;;
85;Welche Angaben muss ich im Bewerbungsformular für die Masterarbeit im Finance Area zu meinen präferierten Themenbereichen machen?;Im Bewerbungsformular trägst du deine präferierten Themenbereiche in der Tabelle ein. Dabei gibst du für jede Zeile einen Rang, den Lehrstuhl (Department) und den jeweiligen Themenbereich (Subject area) an. Insgesamt sind bis zu sechs Präferenzen vorgesehen. Du musst mindestens einen Themenbereich von jedem Lehrstuhl auswählen;__wiso.uni-koeln.de_sites_cf_Fragebogen_Master_FinanceArea_2024_11_12.pdf;;
86;Welche Unterlagen muss ich zusammen mit dem Bewerbungsformular für die Masterarbeit in Finance Area einreichen und wie sollen die Dateinamen aussehen?;Zusätzlich zum Bewerbungsformular musst du ein aktuelles Transcript of Records einreichen. Beide Dateien – also das Transcript und der Fragebogen bzw. das Bewerbungsformular – sollen im Dateinamen deine Matrikelnummer als Suffix enthalten;__wiso.uni-koeln.de_sites_cf_Fragebogen_Master_FinanceArea_2024_11_12.pdf;;
87;Wie wird die Gesamtnote im Bachelor Volkswirtschaftslehre berechnet?;Deine Gesamtnote im Bachelor Volkswirtschaftslehre wird als gewichtetetes arithmetisches Mittel aus den Noten der Studienbereiche und der Bachelorarbeit gebildet. In die Gesamtnote fließen ein: der Basis- und Aufbaubereich mit 90 von 168 Leistungspunkten, der Ergänzungsbereich mit 36 von 168 Leistungspunkten, der Schwerpunktbereich mit 30 von 168 Leistungspunkten sowie die Bachelorarbeit mit 12 von 168 Leistungspunkten;__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_bachelor_b_mhb_po15_vwl.pdf;;
88;Was bedeutet die Fehlversuchsregelung im VWL-Bachelor – wie viele Prüfungsversuche habe ich pro Modul und gibt es zusätzliche Versuche?;"Für jede Modulprüfung hast du grundsätzlich drei reguläre Versuche, das ist die sogenannte Drei-Versuchsregelung. Zusätzlich stehen dir im gesamten Studium drei weitere Prüfungsversuche zur Verfügung, und wenn du mindestens 140 Leistungspunkte erworben hast, bekommst du einen weiteren zusätzlichen Versuch. Wenn du eine Prüfungsleistung auch nach Ausschöpfen dieser zusätzlichen Versuche nicht bestehst, gilt das Studium als endgültig nicht bestanden. Zusätzliche Versuche kannst du nur nutzen, wenn keiner der ersten drei Versuche wegen Täuschung oder Ordnungsverstoß als nicht bestanden gewertet wurde. Besteht eine Modulprüfung aus mehreren Prüfungselementen, müssen alle Teilprüfungen mindestens mit „ausreichend (4,0)“ bestanden sein; mit „mangelhaft (5,0)“ bewertete Elemente müssen wiederholt werden, bestandene Prüfungselemente dürfen nicht wiederholt werden";__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_bachelor_b_mhb_po15_vwl.pdf;;
89;Wie groß ist der Bachelor Wirtschaftsinformatik an der Uni Köln ungefähr, und seit wann gibt es den Studiengang?;Im B.Sc. Wirtschaftsinformatik starten pro Jahrgang rund 100 Studierende. Der Studiengang läuft bereits seit 2008 sehr erfolgreich und verzeichnet inzwischen mehr als 1.100 Bewerbungen pro Jahr;__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_bachelor_Bachelor_Begruessung_Praesentationen_Meet_your_AD_Winfo.pdf;;
90;Was sind besondere Merkmale der Wirtschaftsinformatik an der Uni Köln in Forschung, Lehre und Praxisbezug?;Die Wirtschaftsinformatik an der Uni Köln gilt laut AIS-Ranking 2024 als forschungsstärkstes IS-Department in Deutschland und erreicht im WirtschaftsWoche-Hochschulranking 2024 in der Lehre einen Spitzenplatz unter den nicht-technischen Universitäten. Dich erwartet ein breites Themenspektrum von Systementwicklung über digitale Innovation und Transformation bis hin zu Analytics, eine große und ausgezeichnete Fakultät mit enger Zusammenarbeit mit der Informatik sowie ein starker Praxisbezug durch Unternehmenskooperationen und Formate wie das Capstone Project. Zudem lernst du in einer interaktiven Umgebung mit kleineren Tutorien in den Basismodulen;__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_bachelor_Bachelor_Begruessung_Praesentationen_Meet_your_AD_Winfo.pdf;;
91;Ich studiere bzw. plane den M.Sc. International Management (CEMS) in Köln. Wie unterscheiden sich das reguläre MIM-Programm und das CEMS-Curriculum konkret im Aufbau und bei den Anforderungen?;"Im regulären MIM-Programm erwirbst du insgesamt 120 ECTS. Diese verteilen sich auf den Core-Bereich International Management, den Spezialisierungsbereich Applied International Management, einen zusätzlichen Bereich in Business oder Economics (inklusive Auslandssemester) sowie die Masterarbeit mit 15 ECTS. Es gibt keine verpflichtenden Praktika, keine zusätzlichen Sprachauflagen und keine gesonderten formalen Vorgaben zur ECTS-Verteilung innerhalb der Regelstudienzeit.

Das CEMS Curriculum ist ein eigenes Paket mit insgesamt 66 ECTS (ohne Masterarbeit). Es besteht aus Core Courses und Electives im Umfang von mindestens 45 ECTS (inklusive Hard Skills), einem Business Project mit 15 ECTS sowie Seminaren im Umfang von 6 ECTS. Zusätzlich sind ein internationales Praktikum und der Nachweis einer dritten CEMS-Sprache verpflichtend, und es gibt konkrete Vorgaben zu Mindest-ECTS und zeitlicher Abfolge innerhalb des CEMS-Jahres";__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_master_Master_Welcome_MIM.pdf;;
92;Ich muss für CEMS noch Language 3 nachweisen. Welche Optionen habe ich dafür – und was muss ich beachten, wenn ich einen kommerziellen Sprachkurs wähle?;"Für Language 3 hast du mehrere Möglichkeiten: Du kannst zum Beispiel einen Sprachkurs bei einem Kulturinstitut besuchen, einen passenden Sprachkurs an deiner CEMS-Partneruni belegen, eine anerkannte externe Sprachprüfung ablegen bzw. ein vorhandenes Zertifikat nutzen, eine zweite Muttersprache anrechnen lassen oder – als internationale:r Studierende:r – Deutsch über Kurse an der UzK einbringen.

Wenn du dich für einen kommerziellen Sprachkurs entscheidest, muss er mindestens auf Niveau A1 starten und mindestens 60 Präsenzstunden sowie insgesamt mindestens 90 Arbeitsstunden umfassen. Falls es eine Abschlussklausur gibt, musst du sie bestehen. Die Gültigkeit des Sprach­nachweises hängt vom Niveau ab: A1–B1 dürfen höchstens zwei Jahre vor Beginn des CEMS-Jahres erworben worden sein, B2 ist bis zu fünf Jahre gültig, C1 und C2 unbegrenzt. Unter bestimmten Bedingungen können zwei aufeinanderfolgende Kurse derselben Sprache am gleichen Institut innerhalb eines Jahres zusammen die Mindestanforderungen erfüllen";__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_master_Master_Welcome_MIM.pdf;;
93;Welche fachlichen ECTS-Voraussetzungen muss ich für eine Bewerbung im Master Economics erfüllen?;Für den Master Economics musst du bestimmte fachliche ECTS nachweisen. Entweder hast du mindestens 30 ECTS in Volkswirtschaftslehre (Economics) und zusätzlich mindestens 15 ECTS in Statistik oder Mathematik, wobei reine Software-Anwendungskurse nicht zählen. Alternativ kannst du den Nachweis auch über mindestens 40 ECTS im Bereich Mathematik erbringen.;__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_master_Masterbewerbung_Subject_related_Admission_criteria_Eco.pdf;;
94;Werden reine Software-Anwendungskurse (z. B. R, SPSS oder Python ohne mathematischen Inhalt) für die Statistik-/Mathematik-ECTS anerkannt?;Nein. Reine Software-Anwendungskurse ohne inhaltlichen Statistik- oder Mathematikschwerpunkt werden für die geforderten ECTS in Statistik/Mathematik nicht anerkannt. Für die Anrechnung müssen die Veranstaltungen einen klaren mathematischen oder statistischen Inhalt haben.;__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_master_Masterbewerbung_Subject_related_Admission_criteria_Eco.pdf;;
95;Welche sprachlichen und fachlichen Voraussetzungen brauche ich für eine Bewerbung im Bachelorstudiengang Gesundheitsökonomie – Management, Ökonomie & Medizin an der WiSo-Fakultät?;Für den Bachelorstudiengang Gesundheitsökonomie – Management, Ökonomie & Medizin musst du einen Nachweis über Englischkenntnisse auf dem Niveau B2 des Gemeinsamen Europäischen Referenzrahmens für Sprachen vorlegen. Außerdem sind gute mathematische und analytische Fähigkeiten, abstraktes und konzeptionelles Denken, eine gute sprachliche Ausdrucksfähigkeit in Deutsch und Englisch, eigenständiges, ziel- und ergebnisorientiertes Arbeiten sowie ein ausgeprägtes Interesse an wirtschaftlichen Fragestellungen wichtig.;__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_Modulhandbuecher_Bachelor_MHB_aktuelles_Studienjahr_b_mhb_po2021_gesoek.pdf;;
96;Wie ist der Bachelorstudiengang Gesundheitsökonomie – Management, Ökonomie & Medizin inhaltlich aufgebaut?;Der Studiengang umfasst insgesamt 180 Leistungspunkte und ist auf sechs Semester angelegt. Er gliedert sich in vier Bereiche: Im Basis- und Aufbaubereich (102 LP) belegst du verpflichtende betriebswirtschaftliche, volkswirtschaftliche, gesundheitsökonomische und medizinische Module. Im Ergänzungsbereich (24 LP) erwirbst du jeweils 12 LP in Methoden und in Wirtschaftswissenschaften. Der Schwerpunktbereich umfasst 30 LP, davon 12 LP aus zwei gewählten Seminaren und 18 LP aus weiteren gesundheitsökonomischen Modulen. Hinzu kommen die Bachelorarbeit mit 12 LP und das Studium Integrale mit 12 LP.;__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_Modulhandbuecher_Bachelor_MHB_aktuelles_Studienjahr_b_mhb_po2021_gesoek.pdf;;
97;Was lerne ich im Modul „SuM Seminar Economics“ im Masterstudiengang Economics und wie wird es geprüft?;"Im Modul „SuM Seminar Economics“ arbeitest du eigenständig an einem aktuellen Thema aus der Mikro- oder Makroökonomik, der Energie- und Klimapolitik oder der Ökonometrie und Statistik. Du recherchierst und strukturierst wissenschaftliche Literatur, verfasst darauf basierend eine wissenschaftliche Arbeit mit eigenem Beitrag und präsentierst deine Ergebnisse adressatengerecht. Das Modul umfasst 6 ECTS bei einem Workload von 180 Stunden, wird als Seminar angeboten und die Prüfungsleistung besteht aus einer kombinierten Prüfung aus Präsentation und schriftlicher Arbeit; mit Bestehen der Modulprüfung erwirbst du die Leistungspunkte.";__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_Modulhandbuecher_Master_MHB_aktuelles_Studienjahr_m_module_catalogue_economics_po2021.pdf;;
98;Was umfasst das Modul „Studies Abroad in Economics III“ im M.Sc. Economics und wie funktioniert die Anerkennung der im Ausland erbrachten Leistungen?;"Im Modul „Studies Abroad in Economics III“ werden Leistungen aus einem Auslandsstudium im Bereich Economics mit 6 ECTS anerkannt. Du belegst an einer ausländischen Hochschule volkswirtschaftliche Veranstaltungen auf Master-Niveau, die über den regulären Modulplan hinausgehen oder dein Profil inhaltlich vertiefen. Lehrformen und Prüfungsarten richten sich nach den gewählten Kursen; formale Zugangsvoraussetzungen gibt es für das Modul nicht. Für die Anerkennung stellst du einen Antrag über das standardisierte Verfahren beim WiSo Credit Transfer Centre (WiSo Anrechnungszentrum), das auch über Fristen und Ablauf informiert. Inhalte können nur einmal in einem der „Studies Abroad“-Module angerechnet werden.";__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_Modulhandbuecher_Master_MHB_aktuelles_Studienjahr_m_module_catalogue_economics_po2021.pdf;;
99;Welche Voraussetzungen muss ich erfüllen, um den Masterstudiengang Sociology and Social Research an der Universität zu Köln zu studieren?;Für den Master Sociology and Social Research benötigst du ein abgeschlossenes Bachelorstudium der Wirtschafts- und Sozialwissenschaften mit einer Abschlussnote von mindestens 2,7. Außerdem musst du die fachlichen Anforderungen des Zulassungsausschusses für Masterstudiengänge an der WiSo-Fakultät erfüllen. Zusätzlich werden zum Studienbeginn Englischkenntnisse auf dem Niveau B2 des Gemeinsamen Europäischen Referenzrahmens vorausgesetzt. Quelle: Modulhandbuch „Sociology and Social Research“, M.Sc., PO 2015.;__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_Modulhandbuecher_Studienjahr_22-23_MHB_PO2015_m_mhb_po2015_soc.pdf;;
100;Wie ist der Masterstudiengang Sociology and Social Research in Köln aufgebaut und wie viele Leistungspunkte entfallen auf die einzelnen Bereiche?;Der Master Sociology and Social Research umfasst 120 Leistungspunkte und ist auf vier Semester Regelstudienzeit ausgelegt. Er besteht aus vier Bereichen: Im Basis- und Aufbaubereich erwirbst du 27 LP in drei grundlegenden soziologischen Modulen, im Schwerpunktbereich 39 LP in soziologischen Schwerpunktmodulen inklusive Forschungsseminar, im Ergänzungsbereich 24 LP in Modulen aus angrenzenden Sozialwissenschaften, und abschließend 30 LP in der Masterarbeit. Quelle: Modulhandbuch „Sociology and Social Research“, M.Sc., PO 2015.;__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_Modulhandbuecher_Studienjahr_22-23_MHB_PO2015_m_mhb_po2015_soc.pdf;;
101;Wie ist der Bachelorstudiengang Health Economics an der Universität zu Köln strukturiert (Bereiche und Leistungspunkte)?;Der Bachelorstudiengang Health Economics umfasst 180 Leistungspunkte und ist auf sechs Semester angelegt. Er besteht aus vier Bereichen: dem Core and Advanced Section mit 102 CP, dem Supplementary Section mit 24 CP und dem Specialisation Section mit 30 CP. Hinzu kommen die Bachelorarbeit mit 12 CP sowie das interdisziplinäre Studium Integrale mit 12 CP.;__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_Modulhandbuecher_Studienjahr_22-23_MHB_PO2021_b_mhb_po2021_e_HealthEconomics.pdf;;"""The bachelor's programme of Health Economics comprises 180 credit points, is designed for a standard study period of six semesters"" + ""The Core and Advanced Section with 102 Credit Points (CP)... The Supplementary Section with 24 CP... The Specialisation Section with 30 CP... obligatory thesis... Studium Integrale"""
102;Welche inhaltlichen Ziele verfolgt der Bachelorstudiengang Health Economics und für welche Berufsfelder qualifiziert er?;Der Bachelorstudiengang Health Economics vermittelt dir an der Schnittstelle zwischen Wirtschaft und Medizin fundierte Kenntnisse, um ökonomische Fragestellungen im Gesundheitssystem zu analysieren und Versorgungsprozesse mitzugestalten. Er basiert auf der unternehmerischen betriebswirtschaftlichen Perspektive, der höheren Systemperspektive und der medizinischen Perspektive. Du erwirbst Kompetenzen zur Gestaltung ökonomischer und organisatorischer Prozesse im Gesundheitswesen. Die breite und interdisziplinäre Ausbildung eröffnet vielfältige Einstiegsmöglichkeiten, zum Beispiel in Kliniken, bei Krankenkassen, Gesundheitsdienstleistern oder weiteren Institutionen der Gesundheitswirtschaft.;__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_Modulhandbuecher_Studienjahr_22-23_MHB_PO2021_b_mhb_po2021_e_HealthEconomics.pdf;;"""Health economics as an interdisciplinary science at the University of Cologne is based on three pillars"" + ""This well-founded and wide-ranging education provides Bachelor graduates with a wide range of entry opportunities"" + ""Health Care Manager Track - exemplary areas for job opportunities are: Controller for hospitals; Assistance to the board of directors"""
103;Wann erscheint die Ausgabe 10 des PUMA WiSo 2026 und bis wann müssen Beiträge spätestens eingereicht werden?;Die Ausgabe 10 des PUMA WiSo 2026 erscheint am Dienstag, den 19.05.2026. Der Redaktionsschluss für diese Ausgabe ist bereits am 13.05.2026, da der reguläre Redaktionsschlusstag (Donnerstag) in dieser Woche ein Feiertag ist.;__wiso.uni-koeln.de_sites_fakultaet_dokumente_fakultaet_PUMA_WiSo_2026_ET_und_RedS_Termine.pdf;;"""PUMA WiSo 2026"" – Zeile: ""10 21 19.05.26 13.05.26 (Do ist FT)"" + Kopfzeile: ""Erscheinungstermin (Di)"" und ""Redaktionsschluss (i.d.R. Do zuvor)"""
104;Welche Ausgaben des PUMA WiSo 2026 erscheinen im Juli 2026 und wann sind die jeweiligen Redaktionsschlüsse?;Im Juli 2026 erscheinen zwei Ausgaben des PUMA WiSo 2026: Ausgabe 14 am 14.07.2026 mit Redaktionsschluss am 09.07.2026 und Ausgabe 15 am 28.07.2026 mit Redaktionsschluss am 23.07.2026.;__wiso.uni-koeln.de_sites_fakultaet_dokumente_fakultaet_PUMA_WiSo_2026_ET_und_RedS_Termine.pdf;;"""PUMA WiSo 2026"" – Zeilen: ""14 29 14.07.26 09.07.26"" und ""15 31 28.07.26 23.07.26"""
105;Ich komme als Austauschstudent*in an die WiSo-Fakultät. Nach welchen Regeln darf ich laut Kursliste Bachelor- bzw. Masterveranstaltungen belegen?;Für die Kurswahl gelten feste Regeln: Wenn du im 1. bis 3. Jahr deines Bachelorstudiums bist, darfst du nur Bachelorveranstaltungen aus der Liste belegen. Im 4. Bachelorjahr kannst du sowohl Bachelor- als auch Masterkurse wählen. Wenn du bereits Masterstudent*in bist, stehen dir ebenfalls sowohl Bachelor- als auch Masterkurse offen.;__wiso.uni-koeln.de_sites_fakultaet_dokumente_international_Incoming_Semester_exchange_Course_List_Incomings_Fall_2024-25.pdf;;"""Course selection is based on the following: Bachelor 1st to 3rd year students = Bachelor courses only / Bachelor 4th year students = Bachelor and master courses / Master students = Bachelor and master courses"" (Seite 1)."
106;Ich muss mein Austauschsemester Mitte Dezember beenden. Was bedeutet in der Kursliste die Spalte 'Early leaver option' und wie finde ich passende Kurse?;Die Spalte 'Early leaver option' kennzeichnet, ob ein Kurs vollständig – inklusive Prüfungsleistung – bis Mitte Dezember abgeschlossen werden kann. Wenn dort 'Yes' oder 'Yes*' steht, sind Lehrveranstaltung und Prüfung so organisiert, dass du als Early Leaver*in den Kurs vor deiner Abreise beenden kannst. Um passende Kurse zu finden, suchst du in der Kursliste gezielt nach Einträgen mit 'Yes' in dieser Spalte.;__wiso.uni-koeln.de_sites_fakultaet_dokumente_international_Incoming_Semester_exchange_Course_List_Incomings_Fall_2024-25.pdf;;"""* Early leaver: courses/exams until mid-December"" (Fußnote auf mehreren Seiten) in Verbindung mit der Spalte ""Early leaver option"" in den Kurstabellen, z. B. ""Accounting I (Incomings) ... Early leaver option Yes"" (Seite 2)."
107;Ich bin für längere Zeit krank und kann meine Abschlussarbeit nicht normal bearbeiten. Muss mein Attest direkt einen sehr langen Zeitraum abdecken oder kann ich mehrere Atteste nacheinander einreichen?;Aus prüfungsrechtlicher Sicht ist es nicht notwendig, dass ein Attest einen noch nicht vollständig absehbaren, langen Zeitraum abdeckt. Es besteht ausdrücklich die Möglichkeit, mehrere, hintereinander folgende Atteste zum Nachweis einer Prüfungsunfähigkeit einzureichen – allerdings nur bis zur maximal zulässigen Dauer nach der jeweiligen Prüfungsordnung. So kannst du eine längere Erkrankung auch durch mehrere aufeinanderfolgende Bescheinigungen nachweisen.;__wiso.uni-koeln.de_sites_fakultaet_dokumente_PA_formulare_aerztliche_Bescheinigung_V3.pdf;;"""Es besteht die Möglichkeit, mehrere, hintereinander folgende Atteste zum Nachweis einer Prüfungsunfähigkeit bis zur maximalen Dauer nach Prüfungsordnung einzureichen. Aus prüfungsrechtlicher Sicht besteht daher keine Notwendigkeit, ein Attest über einen noch nicht vollständig absehbaren Zeitraum auszustellen."""
108;Kann ich für eine Verlängerung der Bearbeitungsfrist meiner Abschlussarbeit einfach Prüfungsangst als Grund angeben, oder reicht das nicht für eine anerkannte Prüfungsunfähigkeit?;Prüfungsangst oder Prüfungsstress für sich genommen reicht grundsätzlich nicht aus, um eine rechtlich beachtliche Prüfungsunfähigkeit zu begründen. Die Fähigkeit, Examensangst zu beherrschen oder ausgleichen zu können, wird in der Prüfung ausdrücklich erwartet. Nur wenn die Schwelle zu einer psychischen Erkrankung überschritten ist, kann eine gesundheitliche Beeinträchtigung vorliegen, die im Sinne der Bescheinigung als prüfungsrechtlich relevante Einschränkung der Leistungsfähigkeit gewertet werden kann.;__wiso.uni-koeln.de_sites_fakultaet_dokumente_PA_formulare_aerztliche_Bescheinigung_V3.pdf;;"""Die Beeinträchtigung der Leistungsfähigkeit durch Prüfungsangst oder Prüfungsstress führt grundsätzlich nicht zu einer rechtlich beachtlichen Prüfungsunfähigkeit. Anders ist es, wenn die Schwelle zu einer psychischen Erkrankung überschritten ist. Die Fähigkeit, Examensangst zu beherrschen oder ausgleichen zu können, wird in der Prüfung erwartet."""
109;Wie wird die Gesamtnote im Bachelorstudiengang Gesundheitsökonomie berechnet und mit welcher Gewichtung gehen die einzelnen Bereiche sowie die Bachelorarbeit ein?;Die Gesamtnote im Bachelorstudiengang Gesundheitsökonomie wird als gewichtetes arithmetisches Mittel aus den Noten der Studienbereiche und der Note der Bachelorarbeit gebildet. Dabei gehen die Noten wie folgt in die Gesamtnote ein: die Note des Basis- und Aufbaubereichs mit 105 von 168 LP, die Note des Ergänzungsbereichs mit 21 von 168 LP, die Note des Schwerpunktbereichs mit 30 von 168 LP und die Note der Bachelorarbeit mit 12 von 168 LP.;__wiso.uni-koeln.de_sites_fakultaet_dokumente_PA_po_BPO_Gesoek_2015_2025.pdf;;"""Die Gesamtnote des Studiums wird gebildet als gewichtetes arithmetisches Mittel aus den Noten der Studienbereiche und der Note der Bachelorarbeit. Die Noten mit folgender Gewichtung in die Gesamtnote ein: a) Note Basis- und Aufbaubereich: 105 von 168 LP, b) Note Ergänzungsbereich: 21 von 168 LP, c) Note Schwerpunktbereich: 30 von 168 LP, d) Note Bachelorarbeit: 12 von 168 LP."" (§ 3 Abs. 7)"
110;Bis wann läuft die Prüfungsordnung für den Bachelorstudiengang Gesundheitsökonomie (PO 2015) aus und bis wann muss ich mich spätestens zur Bachelorarbeit anmelden?;Die Prüfungsordnung für den Bachelorstudiengang Gesundheitsökonomie (PO 2015) läuft mit Ablauf des Wintersemesters 2024/25 aus. Die Anmeldung zum Modul Bachelorarbeit muss spätestens bis zum Abschluss des Sommersemesters 2027 erfolgen.;__wiso.uni-koeln.de_sites_fakultaet_dokumente_PA_po_BPO_Gesoek_2015_2025.pdf;;"""Diese Prüfungsordnung läuft mit Ablauf des Wintersemesters 2024/25 aus. Die Anmeldung zum Modul Bachelorarbeit muss spätestens bis zum Abschluss des Sommersemesters 2027 erfolgen."" (§ 8 Zu § 30 GPO Auslaufbestimmungen)"
